swan,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1,2
termite,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6
toad,0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0,5
tortoise,0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1,3
tuatara,0,0,1,0,0,0,1,1,1,1,0,0,4,1,0,0,3
tuna,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4
vampire,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,1
vole,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,1
vulture,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,1,2
wallaby,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,1,1
wasp,1,0,1,0,1,0,0,0,0,1,1,0,6,0,0,0,6
wolf,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
worm,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
wren,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
1,1,7,1.0,1,3.0,1,1.0,0.0,5.0
2,2,2,2.0,2,3.0,2,1.0,46.0,1.0
3,3,3,3.0,3,3.0,2,1.0,46.0,1.0
1,4,7,4.0,4,3.0,3,1.0,46.0,2.0
1,5,7,5.0,5,3.0,2,2.0,46.0,3.0
2,6,2,6.0,6,2.0,1,3.0,46.0,3.0
2,7,2,7.0,7,2.0,2,1.0,0.0,8.0
6,8,3,8.0,8,2.0,2,4.0,46.0,9.0
6,9,7,9.0,9,2.0,2,5.0,46.0,1.0
2,10,7,10.0,10,2.0,2,2.0,0.0,9.0
4,11,7,11.0,11,1.0,3,3.0,0.0,1.0
5,12,1,12.0,12,1.0,2,1.0,0.0,1.0
6,13,3,13.0,13,1.0,2,4.0,46.0,1.0
7,14,7,14.0,3,1.0,4,,0.0,1.0
7,15,7,15.0,13,1.0,4,,0.0,3.0
7,16,7,16.0,5,0.0,4,,0.0,3.0
1,17,1,17.0,9,0.0,2,,46.0,4.0
1,18,2,18.0,2,0.0,2,,46.0,4.0
3,19,7,19.0,8,0.0,1,,46.0,1.0
3,20,4,20.0,5,0.0,1,,46.0,4.0
1,21,1,21.0,14,0.0,2,,46.0,1.0
7,22,1,22.0,15,0.0,2,,46.0,1.0
8,23,2,23.0,4,0.0,3,,46.0,6.0
7,24,1,24.0,9,0.0,2,,46.0,1.0
1,25,7,25.0,10,,4,,0.0,1.0
7,26,7,26.0,3,,2,,0.0,2.0
7,26,7,26.0,3,,2,,0.0,2.0
7,27,7,27.0,7,,2,,46.0,2.0
1,28,7,28.0,6,,2,,46.0,1.0
4,29,2,29.0,16,,3,,46.0,
1,30,7,30.0,10,,4,,0.0,
1,31,7,31.0,5,,4,,46.0,
2,32,2,32.0,4,,2,,0.0,
8,33,5,33.0,9,,5,,46.0,
3,34,1,34.0,3,,2,,46.0,
3,35,3,35.0,10,,2,,0.0,
2,36,7,36.0,5,,2,,46.0,
2,37,7,37.0,11,,2,,46.0,
1,38,7,38.0,3,,2,,46.0,
3,39,3,39.0,17,,2,,46.0,
5,40,7,40.0,18,,4,,46.0,
5,41,7,41.0,12,,4,,46.0,
1,42,7,42.0,13,,3,,46.0,
5,43,7,43.0,9,,4,,46.0,
2,44,1,44.0,4,,2,,46.0,
4,45,7,45.0,5,,3,,46.0,
4,46,6,46.0,13,,3,,46.0,
3,47,7,47.0,10,,4,,46.0,
1,48,7,48.0,4,,2,,46.0,
7,49,7,49.0,5,,2,,0.0,
1,50,7,50.0,11,,2,,46.0,
2,51,5,51.0,13,,2,,46.0,
5,52,7,52.0,3,,4,,46.0,
7,53,7,53.0,4,,2,,0.0,
3,54,7,54.0,7,,4,,46.0,
1,55,7,55.0,6,,2,,46.0,
9,56,2,56.0,9,,3,,46.0,
4,57,7,57.0,14,,2,,46.0,
1,58,1,58.0,12,,2,,46.0,
10,59,1,59.0,5,,2,,46.0,
2,60,1,60.0,3,,2,,46.0,
6,61,7,61.0,10,,2,,0.0,
6,62,3,62.0,4,,2,,46.0,
9,63,7,63.0,18,,2,,46.0,
7,64,7,64.0,5,,2,,46.0,
1,65,7,65.0,19,,2,,46.0,
2,66,2,66.0,4,,2,,46.0,
3,67,4,67.0,11,,3,,46.0,
1,68,7,68.0,20,,2,,0.0,
1,69,7,69.0,4,,4,,46.0,
1,70,7,70.0,2,,2,,46.0,
11,71,2,71.0,9,,2,,46.0,
2,72,2,72.0,10,,2,,0.0,
9,73,7,73.0,4,,2,,0.0,
3,74,7,74.0,5,,2,,46.0,
3,75,7,75.0,4,,2,,46.0,
3,76,7,76.0,13,,2,,46.0,
3,77,7,77.0,3,,2,,46.0,
3,78,7,78.0,9,,2,,46.0,
3,79,7,79.0,14,,2,,46.0,
3,80,7,80.0,4,,2,,0.0,
1,81,7,81.0,13,,2,,0.0,
7,82,7,82.0,3,,2,,46.0,
3,83,7,83.0,9,,2,,46.0,
2,84,1,84.0,5,,2,,46.0,
1,85,7,85.0,3,,2,,46.0,
3,86,7,86.0,4,,2,,46.0,
3,87,7,87.0,14,,2,,0.0,
7,88,8,88.0,10,,2,,0.0,
1,89,7,89.0,3,,4,,0.0,
7,90,7,90.0,4,,2,,0.0,
9,91,7,91.0,5,,3,,46.0,
1,92,7,92.0,3,,2,,0.0,
3,93,3,93.0,10,,3,,46.0,
1,94,7,94.0,5,,4,,46.0,
1,95,7,95.0,4,,2,,46.0,
2,96,7,96.0,7,,2,,46.0,
2,97,7,97.0,9,,2,,46.0,
5,98,7,98.0,4,,4,,0.0,
1,99,6,99.0,13,,2,,46.0,
1,100,7,,9,,4,,,
