pussycat,1,0,0,1,0,0,1,1,1,1,0,0,4,1,1,1,1,3,67,4,67,11,,3,,46,
raccoon,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1,1,68,7,68,20,,2,,0,
reindeer,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1,1,69,7,69,4,,4,,46,
rhea,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,1,2,1,70,7,70,2,,2,,46,
scorpion,0,0,0,0,0,0,1,0,0,1,1,0,8,1,0,0,7,11,71,2,71,9,,2,,46,
seahorse,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4,2,72,2,72,10,,2,,0,
seal,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,9,73,7,73,4,,2,,0,
sealion,1,0,0,1,0,1,1,1,1,1,0,1,2,1,0,1,1,3,74,7,74,5,,2,,46,
seasnake,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,3,3,75,7,75,4,,2,,46,
seawasp,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,7,3,76,7,76,13,,2,,46,
skimmer,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2,3,77,7,77,3,,2,,46,
skua,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2,3,78,7,78,9,,2,,46,
slowworm,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,3,3,79,7,79,14,,2,,46,
slug,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,80,7,80,4,,2,,0,
sole,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4,1,81,7,81,13,,2,,0,
sparrow,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2,7,82,7,82,3,,2,,46,
squirrel,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,0,1,3,83,7,83,9,,2,,46,
starfish,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,7,2,84,1,84,5,,2,,46,
stingray,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,4,1,85,7,85,3,,2,,46,
swan,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1,2,3,86,7,86,4,,2,,46,
termite,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6,3,87,7,87,14,,2,,0,
toad,0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0,5,7,88,8,88,10,,2,,0,
tortoise,0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1,3,1,89,7,89,3,,4,,0,
tuatara,0,0,1,0,0,0,1,1,1,1,0,0,4,1,0,0,3,7,90,7,90,4,,2,,0,
tuna,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4,9,91,7,91,5,,3,,46,
vampire,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,1,1,92,7,92,3,,2,,0,
vole,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,1,3,93,3,93,10,,3,,46,
vulture,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,1,2,1,94,7,94,5,,4,,46,
wallaby,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,1,1,1,95,7,95,4,,2,,46,
wasp,1,0,1,0,1,0,0,0,0,1,1,0,6,0,0,0,6,2,96,7,96,7,,2,,46,
wolf,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1,2,97,7,97,9,,2,,46,
worm,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,98,7,98,4,,4,,0,
wren,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2,1,99,6,99,13,,2,,46,
