stingray,3,3,2,7,11,2,2,3,4,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,4,4
swan,8,6,2,10,11,2,3,2,5,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1,2,2
termite,1,7,2,10,37,2,6,3,1,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6,6
toad,1,1,2,7,37,2,7,3,5,0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0,5,5
tortoise,1,2,2,7,11,2,9,5,4,0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1,3,3
tuatara,1,1,2,7,37,2,9,3,1,0,0,1,0,0,0,1,1,1,1,0,0,4,1,0,0,3,3
tuna,3,3,2,9,10,2,2,2,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4,4
vampire,1,5,2,8,37,2,1,3,1,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,1,1
vole,1,2,2,8,37,2,1,5,4,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,1,1
vulture,1,8,2,8,10,2,3,2,2,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,1,2,2
wallaby,1,2,2,9,11,2,1,5,2,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,1,1,1
wasp,1,10,2,7,37,2,6,3,1,1,0,1,0,1,0,0,0,0,1,1,0,6,0,0,0,6,6
wolf,1,5,2,8,10,2,1,5,2,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1,1
worm,1,7,2,7,37,2,6,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,7
wren,1,1,2,10,37,2,3,7,5,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2,2
