mole,1,1,2,85,3,20,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,1
mongoose,1,4,2,90,3,20,1,5,4,4,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
moth,1,1,2,70,3,23,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,6
newt,3,1,2,75,2,20,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,4,1,0,0,5
octopus,3,3,2,80,2,20,1,6,1,4,0,0,1,0,0,1,1,0,0,0,0,0,8,0,0,1,7
opossum,1,8,2,85,1,23,1,4,1,4,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,1
oryx,9,2,2,90,3,23,1,2,2,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1,1
ostrich,1,2,2,70,3,23,1,2,4,2,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,2
parakeet,6,6,2,75,3,4,1,2,2,7,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0,2
penguin,3,3,2,80,3,20,1,3,2,7,0,1,1,0,0,1,1,0,1,1,0,0,2,1,0,1,2
pheasant,1,6,2,85,3,23,1,4,2,7,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
pike,3,3,2,90,2,23,1,3,1,3,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4
piranha,3,3,2,70,2,23,1,3,1,5,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,4
pitviper,1,4,2,75,3,20,1,5,1,5,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,3
platypus,3,1,2,80,2,20,1,6,1,1,1,0,1,1,0,1,1,0,1,1,0,0,4,1,0,1,1
polecat,1,4,2,85,3,23,1,5,4,4,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
pony,1,2,2,90,3,20,1,2,4,4,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
porpoise,3,3,2,70,1,23,1,3,7,7,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
puma,1,4,2,75,3,23,1,5,4,5,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
pussycat,1,4,2,80,3,23,1,5,1,4,1,0,0,1,0,0,1,1,1,1,0,0,4,1,1,1,1
raccoon,1,8,2,85,3,20,1,4,4,4,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
reindeer,9,2,2,90,3,23,1,2,5,2,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1,1
rhea,2,2,2,70,3,23,1,2,2,2,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,1,2
scorpion,1,8,2,75,2,23,1,6,1,5,0,0,0,0,0,0,1,0,0,1,1,0,8,1,0,0,7
seahorse,3,3,2,80,2,20,1,6,1,4,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4
seal,3,3,2,85,1,20,1,3,7,4,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1
sealion,3,3,2,90,1,23,1,3,7,4,1,0,0,1,0,1,1,1,1,1,0,1,2,1,0,1,1
seasnake,3,3,2,70,2,23,1,6,1,4,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,3
seawasp,3,9,2,75,2,23,1,6,1,4,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,7
skimmer,3,3,2,80,3,20,1,7,1,2,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2
skua,8,3,2,85,3,23,1,7,1,2,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0,2
slowworm,1,1,2,90,2,23,1,1,1,4,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,3
slug,1,7,2,70,2,20,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
sole,3,3,2,75,2,20,1,6,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,4
sparrow,4,6,2,80,3,20,1,4,6,7,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
squirrel,1,6,2,85,3,20,1,2,4,4,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,0,1
starfish,3,3,2,90,2,20,1,6,1,4,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,7
stingray,3,3,2,70,2,20,1,6,1,4,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,4
swan,3,6,2,75,3,23,1,2,2,7,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1,2
termite,1,7,2,80,2,23,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,6
toad,1,1,2,85,2,20,1,1,1,7,0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0,5
tortoise,1,2,2,90,2,20,1,2,1,4,0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1,3
tuatara,1,1,2,70,2,23,1,1,1,4,0,0,1,0,0,0,1,1,1,1,0,0,4,1,0,0,3
tuna,3,3,2,75,2,23,1,3,2,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,4
vampire,1,4,2,80,3,23,1,5,1,1,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0,1
vole,1,2,2,85,3,23,1,2,1,4,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0,1
vulture,1,8,2,90,3,20,1,7,4,2,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,1,2
wallaby,1,2,2,70,3,23,1,2,4,4,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,1,1
wasp,1,9,2,75,3,23,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,6,0,0,0,6
wolf,1,4,2,80,3,20,1,5,4,4,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1,1
worm,1,7,2,85,2,23,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7
wren,1,1,2,90,3,20,1,1,6,7,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0,2
